Effect_ID,Study_ID,Authors_abbr,Authors_all,PubYear,Title,Field,Hypothesis,Survey_surveillance,Combined_survey_surveillance,Source_population,Study_design,Ecological_cross_level,Outcome_data_source,Outcome_data_source_condensed,Decade,Exposure_level,Combined_exposure_level,Sample_size,Table,Model,Nickname,Outcome,Outcome_type_factor,Exposure_labor_force_participation,Exposure_employment_unemployment,Exposure_income,Exposure_management_professional_roles,Exposure_women_owned_businesses,Exposure_education,Exposure_poverty,Exposure_representation_in_government,Exposure_voter_registration_civic_participation,Exposure_maternal_mortality,Exposure_teen_pregnancy,Exposure_other_health_outcomes,Exposure_women_legal_rights,Exposure_category_employment,Exposure_category_financial,Exposure_category_economic,Exposure_category_education,Exposure_category_political,Exposure_category_legal_rights,Exposure_category_womens_health,Exposure_combo,Exposure_PCA,Exposure_absolute_or_relative,Exposure_reliability_stats,Higher_exposure_means,Num_betas_not_fixed_effects,Num_betas_fixed_effects,Num_predictors_total,Confounders,Model_type,ES_beta,ES_exponentiated_beta,ES_partial_correlation_coefficient,ES_correlation,ES_none_reported,VAR_none_reported,VAR_CI_lower,VAR_CI_upper,VAR_z_score,VAR_p_value_range,VAR_p_value_exact,VAR_standard_error,VAR_t_test,Has_EM_with_interaction_term_not_reported_here,Include_in_regression,GI_and_victimization_was_a_main_question,Num_EMs_from_this_study,Notes
65,14,Goodson & Bouffard,"Goodson, A.; Bouffard, L.A.",2019,Social disorganization and gender equality as correlates of family violence and rape,Criminology,Other - interested in social disorganization,Surveillance,GENERATE,Texas counties,Cross-sectional,Ecological,FBI,FBI,2010s,County,GENERATE,254,2,3,Employ. ~ Rape,Rape - all,Rape,,Relative,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,12,0,12,"Divorce rate, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Residential stability/instability, Sex ratio, Social disoganization, Unemployment rate, Women's absolute status indicators",Negative binomial Poisson regression,0.531,,,,,,,,,,,3.033,,FALSE,Yes,TRUE,GENERATE,
66,14,Goodson & Bouffard,"Goodson, A.; Bouffard, L.A.",2019,Social disorganization and gender equality as correlates of family violence and rape,Criminology,Other - interested in social disorganization,Surveillance,GENERATE,Texas counties,Cross-sectional,Ecological,FBI,FBI,2010s,County,GENERATE,254,2,3,Income ~ Rape,Rape - all,Rape,,,Relative,,,,,,,,,,,,TRUE,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,12,0,12,"Divorce rate, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Residential stability/instability, Sex ratio, Social disoganization, Unemployment rate, Women's absolute status indicators",Negative binomial Poisson regression,0.166,,,,,,,,,,,0.365,,FALSE,Yes,TRUE,GENERATE,
67,14,Goodson & Bouffard,"Goodson, A.; Bouffard, L.A.",2019,Social disorganization and gender equality as correlates of family violence and rape,Criminology,Other - interested in social disorganization,Surveillance,GENERATE,Texas counties,Cross-sectional,Ecological,Local law enforcement,Local law enforcement,2010s,County,GENERATE,248,3,6,Edu. ~ Family violence,Family violence,Family violence,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative,,MORE sexism,12,0,12,"Divorce rate, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Residential stability/instability, Sex ratio, Social disoganization, Unemployment rate, Women's absolute status indicators",Negative binomial Poisson regression,-0.151,,,,,,,,,,,0.228,,FALSE,Yes,TRUE,GENERATE,
68,14,Goodson & Bouffard,"Goodson, A.; Bouffard, L.A.",2019,Social disorganization and gender equality as correlates of family violence and rape,Criminology,Other - interested in social disorganization,Surveillance,GENERATE,Texas counties,Cross-sectional,Ecological,Local law enforcement,Local law enforcement,2010s,County,GENERATE,248,3,6,Employ. ~ Family violence,Family violence,Family violence,,Relative,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,12,0,12,"Divorce rate, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Residential stability/instability, Sex ratio, Social disoganization, Unemployment rate, Women's absolute status indicators",Negative binomial Poisson regression,-0.935,,,,,,,,,,,1.203,,FALSE,Yes,TRUE,GENERATE,
69,14,Goodson & Bouffard,"Goodson, A.; Bouffard, L.A.",2019,Social disorganization and gender equality as correlates of family violence and rape,Criminology,Other - interested in social disorganization,Surveillance,GENERATE,Texas counties,Cross-sectional,Ecological,Local law enforcement,Local law enforcement,2010s,County,GENERATE,248,3,6,Income ~ Family violence,Family violence,Family violence,,,Relative,,,,,,,,,,,,TRUE,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,12,0,12,"Divorce rate, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Residential stability/instability, Sex ratio, Social disoganization, Unemployment rate, Women's absolute status indicators",Negative binomial Poisson regression,-0.04,,,,,,,,,,,0.168,,FALSE,Yes,TRUE,GENERATE,
70,15,Gressard et al.,"Gressard, L.A.; Swahn, M.H.; Tharp, A.T.",2015,A first look at gender inequality as a societal risk factor for dating violence,Public Health,Amelioration,Survey,GENERATE,Adolescents - All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (YRBS),Survey,2010s,State,GENERATE,38,3,7x1,Index ~ IPV (physical),"IPV - adolescent female, physical dating violence",IPV,Relative,,,,,Relative,,Relative,,,Absolute,,,TRUE,,GENERATE,TRUE,TRUE,,TRUE,GENERATE,,Both/mix,,MORE sexism,1,0,1,NONE (UNADJUSTED),Linear regression,0.204,,,,,,,,,,,0.063,,FALSE,Yes,TRUE,GENERATE,
71,15,Gressard et al.,"Gressard, L.A.; Swahn, M.H.; Tharp, A.T.",2015,A first look at gender inequality as a societal risk factor for dating violence,Public Health,Amelioration,Survey,GENERATE,Adolescents - All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (YRBS),Survey,2010s,State,GENERATE,31,3,7x5,Index ~ IPV (sexual),"IPV - adolescent female, sexual dating violence",IPV,Relative,,,,,Relative,,Relative,,,Absolute,,,TRUE,,GENERATE,TRUE,TRUE,,TRUE,GENERATE,,Both/mix,,MORE sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,-0.203,,,,,,,0.273,,,FALSE,Yes,TRUE,GENERATE,
72,15,Gressard et al.,"Gressard, L.A.; Swahn, M.H.; Tharp, A.T.",2015,A first look at gender inequality as a societal risk factor for dating violence,Public Health,Amelioration,Survey,GENERATE,Adolescents - All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (YRBS),Survey,2010s,State,GENERATE,38,3,9x1,Mgmt/prof. ~ IPV (physical),"IPV - adolescent female, physical dating violence",IPV,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,-0.266,,,,,,,0.106,,,FALSE,Yes,TRUE,GENERATE,
73,15,Gressard et al.,"Gressard, L.A.; Swahn, M.H.; Tharp, A.T.",2015,A first look at gender inequality as a societal risk factor for dating violence,Public Health,Amelioration,Survey,GENERATE,Adolescents - All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (YRBS),Survey,2010s,State,GENERATE,31,3,9x5,Mgmt/prof. ~ IPV (sexual),"IPV - adolescent female, sexual dating violence",IPV,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,0.268,,,,,,,0.145,,,FALSE,Yes,TRUE,GENERATE,
74,15,Gressard et al.,"Gressard, L.A.; Swahn, M.H.; Tharp, A.T.",2015,A first look at gender inequality as a societal risk factor for dating violence,Public Health,Amelioration,Survey,GENERATE,Adolescents - All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (YRBS),Survey,2010s,State,GENERATE,38,3,10x2,Edu. ~ IPV (physical),"IPV - adolescent female, physical dating violence",IPV,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative,,MORE sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,-0.295,,,,,,,0.072,,,FALSE,Yes,TRUE,GENERATE,
75,15,Gressard et al.,"Gressard, L.A.; Swahn, M.H.; Tharp, A.T.",2015,A first look at gender inequality as a societal risk factor for dating violence,Public Health,Amelioration,Survey,GENERATE,Adolescents - All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (YRBS),Survey,2010s,State,GENERATE,31,3,10x5,Edu. ~ IPV (sexual),"IPV - adolescent female, sexual dating violence",IPV,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative,,MORE sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,0.602,,,,,,,0.00099,,,FALSE,Yes,TRUE,GENERATE,
76,15,Gressard et al.,"Gressard, L.A.; Swahn, M.H.; Tharp, A.T.",2015,A first look at gender inequality as a societal risk factor for dating violence,Public Health,Amelioration,Survey,GENERATE,Adolescents - All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (YRBS),Survey,2010s,State,GENERATE,38,3,11x2,Employ. ~ IPV (physical),"IPV - adolescent female, physical dating violence",IPV,Relative,,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,0.09,,,,,,,0.593,,,FALSE,Yes,TRUE,GENERATE,
77,15,Gressard et al.,"Gressard, L.A.; Swahn, M.H.; Tharp, A.T.",2015,A first look at gender inequality as a societal risk factor for dating violence,Public Health,Amelioration,Survey,GENERATE,Adolescents - All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (YRBS),Survey,2010s,State,GENERATE,31,3,11x5,Employ. ~ IPV (sexual),"IPV - adolescent female, sexual dating violence",IPV,Relative,,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,0.068,,,,,,,0.715,,,FALSE,Yes,TRUE,GENERATE,
78,16,Haynie & Armstrong,"Haynie, D.L.; Armstrong, D.P.",2006,Race and gender-disaggregated homicide offending rates: differences and similarities by victim-offender relations across cities,Sociology,Amelioration,Surveillance,GENERATE,"Cities (population > 100,000 & Black residents > 5,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,148,1,"Black, intimate",Black ~ Homicide (intimate),Intimate partner homicide - Black,Intimate partner homicide,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,8,0,8,"Concentrated disadvantage, Crime rates (besides the outcomes of interest), Population size, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Southernness",Negative binomial Poisson regression,-0.075,,,,,,,,,,,0.075,,FALSE,Yes,TRUE,GENERATE,
79,16,Haynie & Armstrong,"Haynie, D.L.; Armstrong, D.P.",2006,Race and gender-disaggregated homicide offending rates: differences and similarities by victim-offender relations across cities,Sociology,Amelioration,Surveillance,GENERATE,"Cities (population > 100,000 & Black residents > 5,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,148,1,"Black, family",Black ~ Homicide (family),"Female homicide - Black victim, family",Female homicide,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,8,0,8,"Concentrated disadvantage, Crime rates (besides the outcomes of interest), Population size, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Southernness",Negative binomial Poisson regression,0.003,,,,,,,,,,,0.112,,FALSE,Yes,TRUE,GENERATE,
80,16,Haynie & Armstrong,"Haynie, D.L.; Armstrong, D.P.",2006,Race and gender-disaggregated homicide offending rates: differences and similarities by victim-offender relations across cities,Sociology,Amelioration,Surveillance,GENERATE,"Cities (population > 100,000 & Black residents > 5,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,148,1,"Black, acquaintance",Black ~ Homicide (acq.),"Female homicide - Black victim, acquaintance",Female homicide,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,8,0,8,"Concentrated disadvantage, Crime rates (besides the outcomes of interest), Population size, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Southernness",Negative binomial Poisson regression,-0.113,,,,,,,,,,,0.088,,FALSE,Yes,TRUE,GENERATE,
81,16,Haynie & Armstrong,"Haynie, D.L.; Armstrong, D.P.",2006,Race and gender-disaggregated homicide offending rates: differences and similarities by victim-offender relations across cities,Sociology,Amelioration,Surveillance,GENERATE,"Cities (population > 100,000 & Black residents > 5,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,148,1,"Black, stranger",Black ~ Homicide (stranger),"Female homicide - Black victim, stranger",Female homicide,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,8,0,8,"Concentrated disadvantage, Crime rates (besides the outcomes of interest), Population size, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Southernness",Negative binomial Poisson regression,0.602,,,,,,,,,,,0.169,,FALSE,Yes,TRUE,GENERATE,
82,16,Haynie & Armstrong,"Haynie, D.L.; Armstrong, D.P.",2006,Race and gender-disaggregated homicide offending rates: differences and similarities by victim-offender relations across cities,Sociology,Amelioration,Surveillance,GENERATE,"Cities (population > 100,000 & Black residents > 5,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,148,2,"White, intimate",White ~ Homicide (intimate),Intimate partner homicide - White,Intimate partner homicide,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,8,0,8,"Concentrated disadvantage, Crime rates (besides the outcomes of interest), Population size, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Southernness",Negative binomial Poisson regression,-0.304,,,,,,,,,,,0.135,,FALSE,Yes,TRUE,GENERATE,
83,16,Haynie & Armstrong,"Haynie, D.L.; Armstrong, D.P.",2006,Race and gender-disaggregated homicide offending rates: differences and similarities by victim-offender relations across cities,Sociology,Amelioration,Surveillance,GENERATE,"Cities (population > 100,000 & Black residents > 5,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,148,2,"White, family",White ~ Homicide (family),"Female homicide - White victim, family",Female homicide,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,8,0,8,"Concentrated disadvantage, Crime rates (besides the outcomes of interest), Population size, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Southernness",Negative binomial Poisson regression,-0.361,,,,,,,,,,,0.157,,FALSE,Yes,TRUE,GENERATE,
84,16,Haynie & Armstrong,"Haynie, D.L.; Armstrong, D.P.",2006,Race and gender-disaggregated homicide offending rates: differences and similarities by victim-offender relations across cities,Sociology,Amelioration,Surveillance,GENERATE,"Cities (population > 100,000 & Black residents > 5,000)",Cross-sectional,Ecological,FBI,FBI,1990s,City,GENERATE,148,2,"White, acquaintance",White ~ Homicide (acq.),"Female homicide - White victim, acquaintance",Female homicide,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,8,0,8,"Concentrated disadvantage, Crime rates (besides the outcomes of interest), Population size, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Southernness",Negative binomial Poisson regression,0.028,,,,,,,,,,,0.127,,FALSE,Yes,TRUE,GENERATE,
85,16,Haynie & Armstrong,"Haynie, D.L.; Armstrong, D.P.",2006,Race and gender-disaggregated homicide offending rates: differences and similarities by victim-offender relations across cities,Sociology,Amelioration,Surveillance,GENERATE,"Cities (population > 100,000 & Black residents > 5,000)",Cross-sectional,Ecological,FBI,FBI,1990s,MSA,GENERATE,148,2,"White, stranger",White ~ Homicide (stranger),"Female homicide - White victim, stranger",Female homicide,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,8,0,8,"Concentrated disadvantage, Crime rates (besides the outcomes of interest), Population size, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Residential stability/instability, Southernness",Negative binomial Poisson regression,-0.185,,,,,,,,,,,0.207,,FALSE,Yes,TRUE,GENERATE,
86,17,Henke & Lin-chi,"Henke, A.; Lin-chi, H.",2020,"The gender wage gap, weather, and intimate partner violence",Economics,Amelioration,Surveillance,GENERATE,All U.S. (surveillance),Serial cross-sectional,Unable to determine,FBI,FBI,2000s,County,GENERATE,2898939,2,2,IPV (physical),IPV - physical,IPV,,,Relative,,,,,,,,,,,,TRUE,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,UNSURE,UNSURE,UNSURE,"Population size, Percent of population in certain age brackets, Unemployment rate, Day of the week, federal holiday, county, race, month, year",Negative binomial Poisson regression,-0.902,,,,,,,,,,,0.016,,TRUE,No - don't understand model,TRUE,GENERATE,"Interaction with weather not included here. Calculation note: 263 counties, 2898939 observations. Calculating the number of betas including fized effects: day of week (6) + year (5) + month (11) + county (262) + race (3) + mrace (3) + unemp (1) + inc/capita (1) + holidays (9) + malepop (1) + fempop (1) + timetrends (3) + mtimetrends (3) (any multipled by each other???) /OR/ 9 (Fed holidays) + 6 (days of the week) + 262 (counties) + 11 (months) + 5 (years) + (4*5*11 (race x year x month) x 2)"
87,17,Henke & Lin-chi,"Henke, A.; Lin-chi, H.",2020,"The gender wage gap, weather, and intimate partner violence",Economics,Amelioration,Surveillance,GENERATE,All U.S. (surveillance),Serial cross-sectional,Unable to determine,FBI,FBI,2000s,County,GENERATE,2898939,3,2,"IPV (sexual, verbal)","IPV - sexual, verbal",IPV,,,Relative,,,,,,,,,,,,TRUE,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,UNSURE,UNSURE,UNSURE,"Population size, Percent of population in certain age brackets, Unemployment rate, Day of the week, federal holiday, county, race, month, year",Negative binomial Poisson regression,-0.55,,,,,,,,,,,0.101,,FALSE,No - don't understand model,TRUE,GENERATE,"Calculation note: 263 counties, 2898939 observations. Calculating the number of betas including fized effects: day of week (6) + year (5) + month (11) + county (262) + race (3) + mrace (3) + unemp (1) + inc/capita (1) + holidays (9) + malepop (1) + fempop (1) + timetrends (3) + mtimetrends (3) (any multipled by each other???) /OR/ 9 (Fed holidays) + 6 (days of the week) + 262 (counties) + 11 (months) + 5 (years) + (4*5*11 (race x year x month) x 2)"
88,18,Jackson,"Jackson, A.L.",2016,The combined effect of women's neighborhood resources and collective efficacy on IPV,Sociology,Amelioration,Survey,GENERATE,"Chicago neighborhoods (female primary caregivers of children, married or cohabitating)",Cross-sectional,Cross-level,Survey,Survey,1990s,Neighborhood,GENERATE,2463,3,5,,IPV,IPV,,Relative,,Relative,,Relative,,,,,,,,TRUE,,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,,LESS sexism,13,0,13,"Concentrated disadvantage, Couple factors (ex. pay difference), Individual factors (ex. age, race, marital status), Residential stability/instability, Immigrant concentration, Collective Efficacy",Multilevel logistic regression,-0.09,,,,,,,,,,,0.075,,TRUE,Yes,TRUE,GENERATE,Interaction with collective efficacy not included here.
89,19,Johnson,"Johnson, R.R.",2013,Rape and gender conflict in a patriarchal state,Criminology,Backlash,Surveillance,GENERATE,Kansas counties,Cross-sectional,Ecological,FBI,FBI,2000s,County,GENERATE,105,3,,,Rape - all,Rape,,,,,Relative,,,Relative,,,,,,TRUE,,GENERATE,,TRUE,,,GENERATE,TRUE,Relative,Chronbach's alpha = 0.77,LESS sexism,5,0,5,"Concentrated disadvantage, Sex ratio, Rape crisis centers, police per capita",Linear regression,0.024,,,,,,,,,,,0.01,,FALSE,Yes,TRUE,GENERATE,
90,20,Kawachi et al.,"Kawachi, I.; Kennedy, B.P.; Gupta, V.; Prothrow-Stith, D.",1999,Women's status and the health of women and men: a view from the States,Public Health,Amelioration,Surveillance,GENERATE,All U.S. (surveillance),Cross-sectional,Ecological,CDC,CDC,1990s,State,GENERATE,50,2,,Political,Female homicide - all,Female homicide,,,,,,,,Relative,Absolute,,,,Absolute,,,GENERATE,,TRUE,TRUE,,GENERATE,,Both/mix,,LESS sexism,4,0,4,"Area median income, Income inequality (gini), Poverty rate",Linear regression,-0.07,,,,,,,,,,,0.05,,FALSE,Yes,TRUE,GENERATE,
91,20,Kawachi et al.,"Kawachi, I.; Kennedy, B.P.; Gupta, V.; Prothrow-Stith, D.",1999,Women's status and the health of women and men: a view from the States,Public Health,Amelioration,Surveillance,GENERATE,All U.S. (surveillance),Cross-sectional,Ecological,CDC,CDC,1990s,State,GENERATE,50,3,,Economic,Female homicide - all,Female homicide,Absolute,,"Absolute, Relative",Relative,,,,,,,,,,TRUE,TRUE,GENERATE,,,,,GENERATE,,Both/mix,,LESS sexism,3,0,3,"Income inequality (gini), Poverty rate",Linear regression,0.51,,,,,,,,,,,0.73,,FALSE,Yes,TRUE,GENERATE,
92,21,Kearns et al.,"Kearns, M.C.; D'Inverno, A.S.; Reidy, D.E.",2020,The association between gender inequality and sexual violence in the U.S.,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,50,2,row 1,Index ~ Rape (all),Rape - completed or attempted,Rape,Relative,,,,,Relative,,Relative,,Absolute,Absolute,,,TRUE,,GENERATE,TRUE,TRUE,,TRUE,GENERATE,,Both/mix,,MORE sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,0.322,,,,,,,0.022,,,FALSE,Yes,TRUE,GENERATE,
93,21,Kearns et al.,"Kearns, M.C.; D'Inverno, A.S.; Reidy, D.E.",2020,The association between gender inequality and sexual violence in the U.S.,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,50,2,row 2,Index ~ Rape (alcohol/drug),"Rape - completed, alcohol/drug facilitated",Rape,Relative,,,,,Relative,,Relative,,Absolute,Absolute,,,TRUE,,GENERATE,TRUE,TRUE,,TRUE,GENERATE,,Both/mix,,MORE sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,-0.21,,,,,,,0.162,,,FALSE,Yes,TRUE,GENERATE,
94,21,Kearns et al.,"Kearns, M.C.; D'Inverno, A.S.; Reidy, D.E.",2020,The association between gender inequality and sexual violence in the U.S.,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,50,2,Row 3,Index ~ Sexual assault (coercion),Sexual assault - coercion,Sexual assault,Relative,,,,,Relative,,Relative,,Absolute,Absolute,,,TRUE,,GENERATE,TRUE,TRUE,,TRUE,GENERATE,,Both/mix,,MORE sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,0,,,,,,,1,,,FALSE,Yes,TRUE,GENERATE,
95,21,Kearns et al.,"Kearns, M.C.; D'Inverno, A.S.; Reidy, D.E.",2020,The association between gender inequality and sexual violence in the U.S.,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,50,2,Row 4,Index ~ Sexual assault,Sexual assault - unwanted contact,Sexual assault,Relative,,,,,Relative,,Relative,,Absolute,Absolute,,,TRUE,,GENERATE,TRUE,TRUE,,TRUE,GENERATE,,Both/mix,,MORE sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,-0.203,,,,,,,0.157,,,FALSE,Yes,TRUE,GENERATE,
96,21,Kearns et al.,"Kearns, M.C.; D'Inverno, A.S.; Reidy, D.E.",2020,The association between gender inequality and sexual violence in the U.S.,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,50,2,Row 5,Index ~ Harassment,Harassment,Harassment,Relative,,,,,Relative,,Relative,,Absolute,Absolute,,,TRUE,,GENERATE,TRUE,TRUE,,TRUE,GENERATE,,Both/mix,,MORE sexism,1,0,1,NONE (UNADJUSTED),Pearson correlation,,,,-0.396,,,,,,,0.004,,,FALSE,Yes,TRUE,GENERATE,
97,21,Kearns et al.,"Kearns, M.C.; D'Inverno, A.S.; Reidy, D.E.",2020,The association between gender inequality and sexual violence in the U.S.,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,50,3,women row 1 col 3,Political ~ Rape (all),Rape - completed or attempted,Rape,,,,,,,,Relative,,,,,,,,GENERATE,,TRUE,,,GENERATE,,Relative,,MORE sexism,1,0,1,NONE (UNADJUSTED),Linear regression,,,0.13,,,,,,,,0.376,,,FALSE,Yes,TRUE,GENERATE,
98,21,Kearns et al.,"Kearns, M.C.; D'Inverno, A.S.; Reidy, D.E.",2020,The association between gender inequality and sexual violence in the U.S.,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,50,3,women row 1 col 4,Edu. ~ Rape (all),Rape - completed or attempted,Rape,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative,,MORE sexism,1,0,1,NONE (UNADJUSTED),Linear regression,,,0.1,,,,,,,,0.502,,,FALSE,Yes,TRUE,GENERATE,
99,21,Kearns et al.,"Kearns, M.C.; D'Inverno, A.S.; Reidy, D.E.",2020,The association between gender inequality and sexual violence in the U.S.,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,50,3,women row 1 col 5,Empl. ~ Rape (all),Rape - completed or attempted,Rape,Relative,,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,1,0,1,NONE (UNADJUSTED),Linear regression,,,-0.15,,,,,,,,0.326,,,FALSE,Yes,TRUE,GENERATE,
100,21,Kearns et al.,"Kearns, M.C.; D'Inverno, A.S.; Reidy, D.E.",2020,The association between gender inequality and sexual violence in the U.S.,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,50,3,women row 2 col 3,Political ~ Rape (alcohol/drug),"Rape - completed, alcohol/drug facilitated",Rape,,,,,,,,Relative,,,,,,,,GENERATE,,TRUE,,,GENERATE,,Relative,,MORE sexism,1,0,1,NONE (UNADJUSTED),Linear regression,,,0.19,,,,,,,,0.22,,,FALSE,Yes,TRUE,GENERATE,
101,21,Kearns et al.,"Kearns, M.C.; D'Inverno, A.S.; Reidy, D.E.",2020,The association between gender inequality and sexual violence in the U.S.,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,50,3,women row 2 col 4,Edu. ~ Rape (alcohol/drug),"Rape - completed, alcohol/drug facilitated",Rape,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative,,MORE sexism,1,0,1,NONE (UNADJUSTED),Linear regression,,,0.3,,,,,,,,0.054,,,FALSE,Yes,TRUE,GENERATE,
102,21,Kearns et al.,"Kearns, M.C.; D'Inverno, A.S.; Reidy, D.E.",2020,The association between gender inequality and sexual violence in the U.S.,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,50,3,women row 2 col 5,Empl. ~ Rape (alcohol/drug),"Rape - completed, alcohol/drug facilitated",Rape,Relative,,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,1,0,1,NONE (UNADJUSTED),Linear regression,,,-0.19,,,,,,,,0.218,,,FALSE,Yes,TRUE,GENERATE,
